image_a,image_b,source_id_a,source_id_b,grade_a,grade_b,class_a,class_b,dhash_distance,relationship_type,resolution_status
train/Grade 3/316_jpg.rf.1d8e49012363cedc1792a7df70f95134.jpg,train/Grade 3/316_jpg.rf.2548c042eb2670ae11c5d92e45d23a8a.jpg,316_jpg,316_jpg,2,2,Grade 3,Grade 3,0,TYPE_1_SAME_SOURCE_GROUP,RESOLVED_BY_GROUP_SPLITTING
train/Grade 3/316_jpg.rf.61cb3cd5cb291e4fa6f9d132d6c47eae.jpg,train/Grade 3/316_jpg.rf.6ab0d38f503d0cd2042652dbbae597ab.jpg,316_jpg,316_jpg,2,2,Grade 3,Grade 3,4,TYPE_1_SAME_SOURCE_GROUP,RESOLVED_BY_GROUP_SPLITTING
train/Grade 3/316_jpg.rf.61cb3cd5cb291e4fa6f9d132d6c47eae.jpg,train/Grade 3/316_jpg.rf.ea679c0bca03d132a1f532c8e3b580c8.jpg,316_jpg,316_jpg,2,2,Grade 3,Grade 3,1,TYPE_1_SAME_SOURCE_GROUP,RESOLVED_BY_GROUP_SPLITTING
train/Grade 3/317_jpg.rf.21e25d8bf93e858e6ed5488f0375016d.jpg,train/Grade 3/317_jpg.rf.ec4fb5addf7caee7bbbf1f69a8d56b95.jpg,317_jpg,317_jpg,2,2,Grade 3,Grade 3,1,TYPE_1_SAME_SOURCE_GROUP,RESOLVED_BY_GROUP_SPLITTING
train/Grade 3/327_jpg.rf.37f5ca429490d7894c7ff359d1e03c7d.jpg,train/Grade 3/327_jpg.rf.97bb3133d0fa417914761c057e29119e.jpg,327_jpg,327_jpg,2,2,Grade 3,Grade 3,0,TYPE_1_SAME_SOURCE_GROUP,RESOLVED_BY_GROUP_SPLITTING
train/Grade 3/32_jpg.rf.700dcf59216934744b8370d9539b856d.jpg,train/Grade 3/32_jpg.rf.c2510ad9b26c8d5ba45e6fa9a1899b92.jpg,32_jpg,32_jpg,2,2,Grade 3,Grade 3,2,TYPE_1_SAME_SOURCE_GROUP,RESOLVED_BY_GROUP_SPLITTING
train/Grade 3/3460354257920857474_jpg.rf.6dc1666985487da7afd7adf291b6b566.jpg,train/Grade 3/3460354257920857474_jpg.rf.72563686969ad25ad5625946178caf36.jpg,3460354257920857474_jpg,3460354257920857474_jpg,2,2,Grade 3,Grade 3,2,TYPE_1_SAME_SOURCE_GROUP,RESOLVED_BY_GROUP_SPLITTING
train/Grade 3/3460354257920857474_jpg.rf.6dc1666985487da7afd7adf291b6b566.jpg,train/Grade 3/3460354257920857474_jpg.rf.c52aefc665497979de8b87e3619b0c44.jpg,3460354257920857474_jpg,3460354257920857474_jpg,2,2,Grade 3,Grade 3,3,TYPE_1_SAME_SOURCE_GROUP,RESOLVED_BY_GROUP_SPLITTING
train/Grade 3/3460354257920857474_jpg.rf.72563686969ad25ad5625946178caf36.jpg,train/Grade 3/3460354257920857474_jpg.rf.c52aefc665497979de8b87e3619b0c44.jpg,3460354257920857474_jpg,3460354257920857474_jpg,2,2,Grade 3,Grade 3,1,TYPE_1_SAME_SOURCE_GROUP,RESOLVED_BY_GROUP_SPLITTING
train/Grade 3/3460354257920857474_jpg.rf.d3c7ad7d8f223b6eb3e17238346ae9e2.jpg,train/Grade 3/3460354257920857474_jpg.rf.fcf7dcedce658a41542dcaaf5d0d5873.jpg,3460354257920857474_jpg,3460354257920857474_jpg,2,2,Grade 3,Grade 3,0,TYPE_1_SAME_SOURCE_GROUP,RESOLVED_BY_GROUP_SPLITTING
train/Grade 3/353_jpg.rf.20f41826bbe6899ce41237ed69f842de.jpg,train/Grade 3/353_jpg.rf.86bec20160710eee796bad902056a877.jpg,353_jpg,353_jpg,2,2,Grade 3,Grade 3,1,TYPE_1_SAME_SOURCE_GROUP,RESOLVED_BY_GROUP_SPLITTING
train/Grade 3/353_jpg.rf.29e3951c05defb298f107730f7ed9216.jpg,train/Grade 3/353_jpg.rf.5ec05228b13fb467a166de8201ce822c.jpg,353_jpg,353_jpg,2,2,Grade 3,Grade 3,0,TYPE_1_SAME_SOURCE_GROUP,RESOLVED_BY_GROUP_SPLITTING
train/Grade 3/353_jpg.rf.29e3951c05defb298f107730f7ed9216.jpg,train/Grade 3/353_jpg.rf.ff46dfa438d83a8bd183b4ef788f3af4.jpg,353_jpg,353_jpg,2,2,Grade 3,Grade 3,2,TYPE_1_SAME_SOURCE_GROUP,RESOLVED_BY_GROUP_SPLITTING
train/Grade 3/353_jpg.rf.5ec05228b13fb467a166de8201ce822c.jpg,train/Grade 3/353_jpg.rf.ff46dfa438d83a8bd183b4ef788f3af4.jpg,353_jpg,353_jpg,2,2,Grade 3,Grade 3,2,TYPE_1_SAME_SOURCE_GROUP,RESOLVED_BY_GROUP_SPLITTING
train/Grade 3/363_jpg.rf.39e86591ffe8411563ebd28113a656b1.jpg,train/Grade 3/363_jpg.rf.f69caa96b642fa034ee2751372779595.jpg,363_jpg,363_jpg,2,2,Grade 3,Grade 3,2,TYPE_1_SAME_SOURCE_GROUP,RESOLVED_BY_GROUP_SPLITTING
train/Grade 3/363_jpg.rf.45bcfdb9b5b0dba824882c71f5ae61f4.jpg,train/Grade 3/363_jpg.rf.e2898a2088239ee27d409bfbfef59f5e.jpg,363_jpg,363_jpg,2,2,Grade 3,Grade 3,3,TYPE_1_SAME_SOURCE_GROUP,RESOLVED_BY_GROUP_SPLITTING
train/Grade 3/378_jpg.rf.1b1548004a32338d66b7a83b2da3e6c1.jpg,train/Grade 3/378_jpg.rf.28e76c108de3cb370fe84ca9d8d41da8.jpg,378_jpg,378_jpg,2,2,Grade 3,Grade 3,4,TYPE_1_SAME_SOURCE_GROUP,RESOLVED_BY_GROUP_SPLITTING
train/Grade 3/378_jpg.rf.3fea2428753fa7497adc1f576fa3df55.jpg,train/Grade 3/378_jpg.rf.9898f8a38b75722e760738ffe9eceb0d.jpg,378_jpg,378_jpg,2,2,Grade 3,Grade 3,1,TYPE_1_SAME_SOURCE_GROUP,RESOLVED_BY_GROUP_SPLITTING
train/Grade 3/37_jpg.rf.2c24d64fde0fc7d5e4b85a9abe065a4e.jpg,train/Grade 3/37_jpg.rf.4b125da99b43630b1b35bd3e04687b0a.jpg,37_jpg,37_jpg,2,2,Grade 3,Grade 3,4,TYPE_1_SAME_SOURCE_GROUP,RESOLVED_BY_GROUP_SPLITTING
train/Grade 3/37_jpg.rf.2c24d64fde0fc7d5e4b85a9abe065a4e.jpg,train/Grade 3/37_jpg.rf.942db849a2c1839418973b420ac2498a.jpg,37_jpg,37_jpg,2,2,Grade 3,Grade 3,4,TYPE_1_SAME_SOURCE_GROUP,RESOLVED_BY_GROUP_SPLITTING
train/Grade 3/37_jpg.rf.4b125da99b43630b1b35bd3e04687b0a.jpg,train/Grade 3/37_jpg.rf.942db849a2c1839418973b420ac2498a.jpg,37_jpg,37_jpg,2,2,Grade 3,Grade 3,0,TYPE_1_SAME_SOURCE_GROUP,RESOLVED_BY_GROUP_SPLITTING
train/Grade 3/3849135830295494223_jpg.rf.0eb471eb0862778645cbdf37d6c702d3.jpg,train/Grade 3/3849135830295494223_jpg.rf.bc6b8df57a062d8764bd6f4c78be8e64.jpg,3849135830295494223_jpg,3849135830295494223_jpg,2,2,Grade 3,Grade 3,0,TYPE_1_SAME_SOURCE_GROUP,RESOLVED_BY_GROUP_SPLITTING
train/Grade 3/3849135830295494223_jpg.rf.3e82d382e7f890a51da681c07ffad0e9.jpg,train/Grade 3/52553604_246819646237286_562344848363880448_n_jpg.rf.6092fb29486e5fb8baa07c071061b856.jpg,3849135830295494223_jpg,52553604_246819646237286_562344848363880448_n_jpg,2,2,Grade 3,Grade 3,2,TYPE_2_DIFF_SOURCE_SAME_CLASS,MONITORED_SAME_CLASS_SIMILARITY
train/Grade 3/3849135830295494223_jpg.rf.3e82d382e7f890a51da681c07ffad0e9.jpg,train/Grade 3/52553604_246819646237286_562344848363880448_n_jpg.rf.7b14926c63b556fadd962abe9c6b89bf.jpg,3849135830295494223_jpg,52553604_246819646237286_562344848363880448_n_jpg,2,2,Grade 3,Grade 3,1,TYPE_2_DIFF_SOURCE_SAME_CLASS,MONITORED_SAME_CLASS_SIMILARITY
train/Grade 3/3849135830295494223_jpg.rf.3e82d382e7f890a51da681c07ffad0e9.jpg,train/Grade 3/52553604_246819646237286_562344848363880448_n_jpg.rf.b5ac76e363c995f22cd2dd6470db47af.jpg,3849135830295494223_jpg,52553604_246819646237286_562344848363880448_n_jpg,2,2,Grade 3,Grade 3,1,TYPE_2_DIFF_SOURCE_SAME_CLASS,MONITORED_SAME_CLASS_SIMILARITY
train/Grade 3/3849135830295494223_jpg.rf.5b60aa30e098bd494edc55b495792b96.jpg,train/Grade 3/52553604_246819646237286_562344848363880448_n_jpg.rf.9c07d525ee0444aff1a3f5413beabee5.jpg,3849135830295494223_jpg,52553604_246819646237286_562344848363880448_n_jpg,2,2,Grade 3,Grade 3,1,TYPE_2_DIFF_SOURCE_SAME_CLASS,MONITORED_SAME_CLASS_SIMILARITY
train/Grade 3/3849135830295494223_jpg.rf.5b60aa30e098bd494edc55b495792b96.jpg,train/Grade 3/52553604_246819646237286_562344848363880448_n_jpg.rf.b33b39f043d73beaef30d2c038b8c539.jpg,3849135830295494223_jpg,52553604_246819646237286_562344848363880448_n_jpg,2,2,Grade 3,Grade 3,2,TYPE_2_DIFF_SOURCE_SAME_CLASS,MONITORED_SAME_CLASS_SIMILARITY
train/Grade 3/39_jpg.rf.4fd1dacc0f4105249b3293b3ecfbbab8.jpg,train/Grade 3/39_jpg.rf.992d2547f3736a5f972fa3f6a98bfe18.jpg,39_jpg,39_jpg,2,2,Grade 3,Grade 3,1,TYPE_1_SAME_SOURCE_GROUP,RESOLVED_BY_GROUP_SPLITTING
train/Grade 3/3_jpg.rf.24ad7f2fae53c06992eb6d5198a81bba.jpg,train/Grade 3/3_jpg.rf.b6008e365fe8ca98919eeccaf52f89d0.jpg,3_jpg,3_jpg,2,2,Grade 3,Grade 3,2,TYPE_1_SAME_SOURCE_GROUP,RESOLVED_BY_GROUP_SPLITTING
train/Grade 3/3_jpg.rf.6ba8cc8016adc1533783fdcfe15ac3ea.jpg,train/Grade 3/3_jpg.rf.6fe60c7ef23d9d0a29e21f8d6471e9c4.jpg,3_jpg,3_jpg,2,2,Grade 3,Grade 3,0,TYPE_1_SAME_SOURCE_GROUP,RESOLVED_BY_GROUP_SPLITTING
train/Grade 3/3_png.rf.558cd77e872fadea24facbf090784a6d.jpg,train/Grade 3/3_png.rf.94ccf962b8bf05602c868a13bcfb186c.jpg,3_png,3_png,2,2,Grade 3,Grade 3,4,TYPE_1_SAME_SOURCE_GROUP,RESOLVED_BY_GROUP_SPLITTING
train/Grade 3/3_png.rf.66a6ba89c1881f60093ae27bdb7069a7.jpg,train/Grade 3/3_png.rf.d9c02395f7c4b0d85b0626a9ce9a9d74.jpg,3_png,3_png,2,2,Grade 3,Grade 3,1,TYPE_1_SAME_SOURCE_GROUP,RESOLVED_BY_GROUP_SPLITTING
train/Grade 3/40058516_281069489386956_2617358048049496064_n_jpg.rf.139508efdbbd2dd647bde221aabcb36f.jpg,train/Grade 3/40058516_281069489386956_2617358048049496064_n_jpg.rf.c290506ae55cb72069f7968259f99e4e.jpg,40058516_281069489386956_2617358048049496064_n_jpg,40058516_281069489386956_2617358048049496064_n_jpg,2,2,Grade 3,Grade 3,1,TYPE_1_SAME_SOURCE_GROUP,RESOLVED_BY_GROUP_SPLITTING
train/Grade 3/40058516_281069489386956_2617358048049496064_n_jpg.rf.85023259075726c17d441b87ebf125bf.jpg,train/Grade 3/40058516_281069489386956_2617358048049496064_n_jpg.rf.eeca674db9b8bd9dd0c226e1e28e01f0.jpg,40058516_281069489386956_2617358048049496064_n_jpg,40058516_281069489386956_2617358048049496064_n_jpg,2,2,Grade 3,Grade 3,4,TYPE_1_SAME_SOURCE_GROUP,RESOLVED_BY_GROUP_SPLITTING
train/Grade 3/40100070_680143972353035_3819643939661545472_n_jpg.rf.1f5d7e822866de7893d2f9f18a232238.jpg,train/Grade 3/40100070_680143972353035_3819643939661545472_n_jpg.rf.68e4953150e6f96b9e4e71c6cd8aca29.jpg,40100070_680143972353035_3819643939661545472_n_jpg,40100070_680143972353035_3819643939661545472_n_jpg,2,2,Grade 3,Grade 3,4,TYPE_1_SAME_SOURCE_GROUP,RESOLVED_BY_GROUP_SPLITTING
train/Grade 3/40102024_1872496076152851_2833052289202126848_n_jpg.rf.75945e32d93a7fde082ba7b869802fae.jpg,train/Grade 3/40102024_1872496076152851_2833052289202126848_n_jpg.rf.85fee57dda69b3a852c69756f2cfd2d0.jpg,40102024_1872496076152851_2833052289202126848_n_jpg,40102024_1872496076152851_2833052289202126848_n_jpg,2,2,Grade 3,Grade 3,0,TYPE_1_SAME_SOURCE_GROUP,RESOLVED_BY_GROUP_SPLITTING
train/Grade 3/40111620_512775102497985_2972172627881230336_n_jpg.rf.112377895624a3d992e5d5fdc67dc116.jpg,train/Grade 3/40111620_512775102497985_2972172627881230336_n_jpg.rf.e0af248279357e92edfa201b74eccf3c.jpg,40111620_512775102497985_2972172627881230336_n_jpg,40111620_512775102497985_2972172627881230336_n_jpg,2,2,Grade 3,Grade 3,0,TYPE_1_SAME_SOURCE_GROUP,RESOLVED_BY_GROUP_SPLITTING
train/Grade 3/40111620_512775102497985_2972172627881230336_n_jpg.rf.13eaa1283a0e11464cc858d19870ebb3.jpg,train/Grade 3/40111620_512775102497985_2972172627881230336_n_jpg.rf.878e1c089e9096f864599d6a7af12c6a.jpg,40111620_512775102497985_2972172627881230336_n_jpg,40111620_512775102497985_2972172627881230336_n_jpg,2,2,Grade 3,Grade 3,0,TYPE_1_SAME_SOURCE_GROUP,RESOLVED_BY_GROUP_SPLITTING
train/Grade 3/40111620_512775102497985_2972172627881230336_n_jpg.rf.13eaa1283a0e11464cc858d19870ebb3.jpg,train/Grade 3/40111620_512775102497985_2972172627881230336_n_jpg.rf.f76c196b6a2e8d33f5feb3fbf1e8fc23.jpg,40111620_512775102497985_2972172627881230336_n_jpg,40111620_512775102497985_2972172627881230336_n_jpg,2,2,Grade 3,Grade 3,2,TYPE_1_SAME_SOURCE_GROUP,RESOLVED_BY_GROUP_SPLITTING
train/Grade 3/40111620_512775102497985_2972172627881230336_n_jpg.rf.878e1c089e9096f864599d6a7af12c6a.jpg,train/Grade 3/40111620_512775102497985_2972172627881230336_n_jpg.rf.f76c196b6a2e8d33f5feb3fbf1e8fc23.jpg,40111620_512775102497985_2972172627881230336_n_jpg,40111620_512775102497985_2972172627881230336_n_jpg,2,2,Grade 3,Grade 3,2,TYPE_1_SAME_SOURCE_GROUP,RESOLVED_BY_GROUP_SPLITTING
train/Grade 3/40112747_2192041194373899_7270408969519104000_n_jpg.rf.0b466d64221a5c4401700d72091fe2f4.jpg,train/Grade 3/40112747_2192041194373899_7270408969519104000_n_jpg.rf.5facb871fe163069f3838cb5806b1eaf.jpg,40112747_2192041194373899_7270408969519104000_n_jpg,40112747_2192041194373899_7270408969519104000_n_jpg,2,2,Grade 3,Grade 3,0,TYPE_1_SAME_SOURCE_GROUP,RESOLVED_BY_GROUP_SPLITTING
train/Grade 3/40112747_2192041194373899_7270408969519104000_n_jpg.rf.0b466d64221a5c4401700d72091fe2f4.jpg,train/Grade 3/40112747_2192041194373899_7270408969519104000_n_jpg.rf.e9f8bd5c2c2b574f8013a7b77903e7c1.jpg,40112747_2192041194373899_7270408969519104000_n_jpg,40112747_2192041194373899_7270408969519104000_n_jpg,2,2,Grade 3,Grade 3,3,TYPE_1_SAME_SOURCE_GROUP,RESOLVED_BY_GROUP_SPLITTING
train/Grade 3/40112747_2192041194373899_7270408969519104000_n_jpg.rf.5facb871fe163069f3838cb5806b1eaf.jpg,train/Grade 3/40112747_2192041194373899_7270408969519104000_n_jpg.rf.e9f8bd5c2c2b574f8013a7b77903e7c1.jpg,40112747_2192041194373899_7270408969519104000_n_jpg,40112747_2192041194373899_7270408969519104000_n_jpg,2,2,Grade 3,Grade 3,3,TYPE_1_SAME_SOURCE_GROUP,RESOLVED_BY_GROUP_SPLITTING
train/Grade 3/40112747_2192041194373899_7270408969519104000_n_jpg.rf.a745e299642b8af865e8612c8d809185.jpg,train/Grade 3/52156688_262325001328063_4488024718745534464_n_jpg.rf.b10b770e7780935e93694a98b1e0eeaa.jpg,40112747_2192041194373899_7270408969519104000_n_jpg,52156688_262325001328063_4488024718745534464_n_jpg,2,2,Grade 3,Grade 3,4,TYPE_2_DIFF_SOURCE_SAME_CLASS,MONITORED_SAME_CLASS_SIMILARITY
train/Grade 3/40112747_2192041194373899_7270408969519104000_n_jpg.rf.a745e299642b8af865e8612c8d809185.jpg,train/Grade 3/52156688_262325001328063_4488024718745534464_n_jpg.rf.d306e80b98b70c48a7d8a25b60401d25.jpg,40112747_2192041194373899_7270408969519104000_n_jpg,52156688_262325001328063_4488024718745534464_n_jpg,2,2,Grade 3,Grade 3,3,TYPE_2_DIFF_SOURCE_SAME_CLASS,MONITORED_SAME_CLASS_SIMILARITY
train/Grade 3/40160114_561447687605812_704463112870297600_n_jpg.rf.261e31f842192654b271a9c3a577d82c.jpg,train/Grade 3/40160114_561447687605812_704463112870297600_n_jpg.rf.5874d1665c31fe5fd08bdb7c98d9273b.jpg,40160114_561447687605812_704463112870297600_n_jpg,40160114_561447687605812_704463112870297600_n_jpg,2,2,Grade 3,Grade 3,3,TYPE_1_SAME_SOURCE_GROUP,RESOLVED_BY_GROUP_SPLITTING
train/Grade 3/40160114_561447687605812_704463112870297600_n_jpg.rf.8356a08227fe0e94d1631246bec826ac.jpg,train/Grade 3/40160114_561447687605812_704463112870297600_n_jpg.rf.956ed93599a4fb720792f8e0b0cbdec1.jpg,40160114_561447687605812_704463112870297600_n_jpg,40160114_561447687605812_704463112870297600_n_jpg,2,2,Grade 3,Grade 3,1,TYPE_1_SAME_SOURCE_GROUP,RESOLVED_BY_GROUP_SPLITTING
train/Grade 3/40161743_470925433411584_5592644707608952832_n_jpg.rf.2908c6714c168a942dc064ce0cc965dd.jpg,train/Grade 3/40161743_470925433411584_5592644707608952832_n_jpg.rf.db534388c5e9c0ee992261be0950c79e.jpg,40161743_470925433411584_5592644707608952832_n_jpg,40161743_470925433411584_5592644707608952832_n_jpg,2,2,Grade 3,Grade 3,4,TYPE_1_SAME_SOURCE_GROUP,RESOLVED_BY_GROUP_SPLITTING
train/Grade 3/40161743_470925433411584_5592644707608952832_n_jpg.rf.2908c6714c168a942dc064ce0cc965dd.jpg,train/Grade 3/40161743_470925433411584_5592644707608952832_n_jpg.rf.f907021022ba3856339f15a6a8e358c0.jpg,40161743_470925433411584_5592644707608952832_n_jpg,40161743_470925433411584_5592644707608952832_n_jpg,2,2,Grade 3,Grade 3,4,TYPE_1_SAME_SOURCE_GROUP,RESOLVED_BY_GROUP_SPLITTING
train/Grade 3/40161743_470925433411584_5592644707608952832_n_jpg.rf.db534388c5e9c0ee992261be0950c79e.jpg,train/Grade 3/40161743_470925433411584_5592644707608952832_n_jpg.rf.f907021022ba3856339f15a6a8e358c0.jpg,40161743_470925433411584_5592644707608952832_n_jpg,40161743_470925433411584_5592644707608952832_n_jpg,2,2,Grade 3,Grade 3,0,TYPE_1_SAME_SOURCE_GROUP,RESOLVED_BY_GROUP_SPLITTING
train/Grade 3/40233571_252687522242453_978256712370749440_n_jpg.rf.28909d4d55a5dabd13ee7cad991756a8.jpg,train/Grade 3/40233571_252687522242453_978256712370749440_n_jpg.rf.bc41edf10e79a285636c57577cd78f50.jpg,40233571_252687522242453_978256712370749440_n_jpg,40233571_252687522242453_978256712370749440_n_jpg,2,2,Grade 3,Grade 3,3,TYPE_1_SAME_SOURCE_GROUP,RESOLVED_BY_GROUP_SPLITTING
train/Grade 3/40233571_252687522242453_978256712370749440_n_jpg.rf.567150139f737c9a7f90fa8a3a7f3368.jpg,train/Grade 3/40233571_252687522242453_978256712370749440_n_jpg.rf.ebc1c14eb0a6912e76f8c4d0b105d71a.jpg,40233571_252687522242453_978256712370749440_n_jpg,40233571_252687522242453_978256712370749440_n_jpg,2,2,Grade 3,Grade 3,3,TYPE_1_SAME_SOURCE_GROUP,RESOLVED_BY_GROUP_SPLITTING
train/Grade 3/404_jpg.rf.21fd3cc2a459afd5308704f148883fe7.jpg,train/Grade 3/404_jpg.rf.9daf5d13d7406e84b2f7ff2dcce4c7bc.jpg,404_jpg,404_jpg,2,2,Grade 3,Grade 3,1,TYPE_1_SAME_SOURCE_GROUP,RESOLVED_BY_GROUP_SPLITTING
train/Grade 3/404_jpg.rf.21fd3cc2a459afd5308704f148883fe7.jpg,train/Grade 3/404_jpg.rf.c72ea5f3f0e3f1b111d3c456abee491a.jpg,404_jpg,404_jpg,2,2,Grade 3,Grade 3,2,TYPE_1_SAME_SOURCE_GROUP,RESOLVED_BY_GROUP_SPLITTING
train/Grade 3/404_jpg.rf.21fd3cc2a459afd5308704f148883fe7.jpg,train/Grade 3/404_jpg.rf.b9f1f37641bd324b1dffe76f9eba0289.jpg,404_jpg,404_jpg,2,2,Grade 3,Grade 3,4,TYPE_1_SAME_SOURCE_GROUP,RESOLVED_BY_GROUP_SPLITTING
train/Grade 3/404_jpg.rf.9daf5d13d7406e84b2f7ff2dcce4c7bc.jpg,train/Grade 3/404_jpg.rf.c72ea5f3f0e3f1b111d3c456abee491a.jpg,404_jpg,404_jpg,2,2,Grade 3,Grade 3,3,TYPE_1_SAME_SOURCE_GROUP,RESOLVED_BY_GROUP_SPLITTING
train/Grade 3/404_jpg.rf.9daf5d13d7406e84b2f7ff2dcce4c7bc.jpg,train/Grade 3/404_jpg.rf.b9f1f37641bd324b1dffe76f9eba0289.jpg,404_jpg,404_jpg,2,2,Grade 3,Grade 3,3,TYPE_1_SAME_SOURCE_GROUP,RESOLVED_BY_GROUP_SPLITTING
train/Grade 3/404_jpg.rf.c72ea5f3f0e3f1b111d3c456abee491a.jpg,train/Grade 3/404_jpg.rf.d51f1c6753d7b146679aa150b6f8c77a.jpg,404_jpg,404_jpg,2,2,Grade 3,Grade 3,3,TYPE_1_SAME_SOURCE_GROUP,RESOLVED_BY_GROUP_SPLITTING
train/Grade 3/408_jpg.rf.2a89ca4aa291057bdcbf030579e5a2b8.jpg,train/Grade 3/408_jpg.rf.c46742e646cc8a6b926fd79fc5644f09.jpg,408_jpg,408_jpg,2,2,Grade 3,Grade 3,2,TYPE_1_SAME_SOURCE_GROUP,RESOLVED_BY_GROUP_SPLITTING
train/Grade 3/409_jpg.rf.8932c91336f1f69f8835efb9f79bd89d.jpg,train/Grade 3/409_jpg.rf.c569909ab0cd6bd98fedd1a56a4faae0.jpg,409_jpg,409_jpg,2,2,Grade 3,Grade 3,3,TYPE_1_SAME_SOURCE_GROUP,RESOLVED_BY_GROUP_SPLITTING
train/Grade 3/409_jpg.rf.8cda888f9c543cf823ed3074ab2c3137.jpg,train/Grade 3/409_jpg.rf.b8f4de3c2ff91056f132ff6ebe6c08a2.jpg,409_jpg,409_jpg,2,2,Grade 3,Grade 3,1,TYPE_1_SAME_SOURCE_GROUP,RESOLVED_BY_GROUP_SPLITTING
train/Grade 3/409_jpg.rf.a78b30e6ef5297370dad92617ae1efd0.jpg,train/Grade 3/409_jpg.rf.ca8b1474b35009b2ceeaa6f9e284ebbe.jpg,409_jpg,409_jpg,2,2,Grade 3,Grade 3,2,TYPE_1_SAME_SOURCE_GROUP,RESOLVED_BY_GROUP_SPLITTING
train/Grade 3/409_jpg.rf.c569909ab0cd6bd98fedd1a56a4faae0.jpg,train/Grade 3/42_jpg.rf.d8c66b384d2ef09458df0b2fd1dc2a62.jpg,409_jpg,42_jpg,2,2,Grade 3,Grade 3,4,TYPE_2_DIFF_SOURCE_SAME_CLASS,MONITORED_SAME_CLASS_SIMILARITY
train/Grade 3/409_jpg.rf.c569909ab0cd6bd98fedd1a56a4faae0.jpg,train/Grade 3/42_jpg.rf.f674b253511d6a7ce9fa1206bcb91a12.jpg,409_jpg,42_jpg,2,2,Grade 3,Grade 3,3,TYPE_2_DIFF_SOURCE_SAME_CLASS,MONITORED_SAME_CLASS_SIMILARITY
train/Grade 3/409_jpg.rf.c569909ab0cd6bd98fedd1a56a4faae0.jpg,train/Grade 3/52940660_966274583562322_8984757067071881216_n_jpg.rf.15ccb0b2e535d3b6b90f2091587e8f36.jpg,409_jpg,52940660_966274583562322_8984757067071881216_n_jpg,2,2,Grade 3,Grade 3,4,TYPE_2_DIFF_SOURCE_SAME_CLASS,MONITORED_SAME_CLASS_SIMILARITY
train/Grade 3/41_jpg.rf.67647fd3e1a0a4b2db9816faaddccdcf.jpg,train/Grade 3/41_jpg.rf.a86d84defa311837d6857e7b50cb319f.jpg,41_jpg,41_jpg,2,2,Grade 3,Grade 3,3,TYPE_1_SAME_SOURCE_GROUP,RESOLVED_BY_GROUP_SPLITTING
train/Grade 3/41_jpg.rf.ec9a4f377b44aa0874a5a328ab683786.jpg,train/Grade 3/42_jpg.rf.14627ba27fd1b27bb6cecf657f6abbc3.jpg,41_jpg,42_jpg,2,2,Grade 3,Grade 3,4,TYPE_2_DIFF_SOURCE_SAME_CLASS,MONITORED_SAME_CLASS_SIMILARITY
train/Grade 3/41_jpg.rf.ec9a4f377b44aa0874a5a328ab683786.jpg,train/Grade 3/42_jpg.rf.321592442e76a2e720ed026a0d21c471.jpg,41_jpg,42_jpg,2,2,Grade 3,Grade 3,4,TYPE_2_DIFF_SOURCE_SAME_CLASS,MONITORED_SAME_CLASS_SIMILARITY
train/Grade 3/41_jpg.rf.ec9a4f377b44aa0874a5a328ab683786.jpg,train/Grade 3/42_jpg.rf.f674b253511d6a7ce9fa1206bcb91a12.jpg,41_jpg,42_jpg,2,2,Grade 3,Grade 3,4,TYPE_2_DIFF_SOURCE_SAME_CLASS,MONITORED_SAME_CLASS_SIMILARITY
train/Grade 3/41_jpg.rf.ec9a4f377b44aa0874a5a328ab683786.jpg,train/Grade 3/52151375_2362088160678153_4055269135465054208_n_jpg.rf.a03468a09b4827233ae390c6107deb64.jpg,41_jpg,52151375_2362088160678153_4055269135465054208_n_jpg,2,2,Grade 3,Grade 3,4,TYPE_2_DIFF_SOURCE_SAME_CLASS,MONITORED_SAME_CLASS_SIMILARITY
train/Grade 3/41_jpg.rf.ec9a4f377b44aa0874a5a328ab683786.jpg,train/Grade 4/191_jpg.rf.5bec92d4496126f050cc45015ec21fae.jpg,41_jpg,191_jpg,2,3,Grade 3,Grade 4,4,TYPE_3_DIFF_SOURCE_DIFF_CLASS,FLAGGED_CROSS_CLASS_AMBIGUITY
train/Grade 3/41_jpg.rf.ec9a4f377b44aa0874a5a328ab683786.jpg,train/Grade 4/191_jpg.rf.de3eb18cc1707ee381e641276d29d459.jpg,41_jpg,191_jpg,2,3,Grade 3,Grade 4,4,TYPE_3_DIFF_SOURCE_DIFF_CLASS,FLAGGED_CROSS_CLASS_AMBIGUITY
train/Grade 3/42_jpg.rf.14627ba27fd1b27bb6cecf657f6abbc3.jpg,train/Grade 3/42_jpg.rf.321592442e76a2e720ed026a0d21c471.jpg,42_jpg,42_jpg,2,2,Grade 3,Grade 3,0,TYPE_1_SAME_SOURCE_GROUP,RESOLVED_BY_GROUP_SPLITTING
train/Grade 3/42_jpg.rf.14627ba27fd1b27bb6cecf657f6abbc3.jpg,train/Grade 3/42_jpg.rf.f674b253511d6a7ce9fa1206bcb91a12.jpg,42_jpg,42_jpg,2,2,Grade 3,Grade 3,4,TYPE_1_SAME_SOURCE_GROUP,RESOLVED_BY_GROUP_SPLITTING
