image_1,split_1,class_1,image_2,split_2,class_2,match_type,cross_split_leakage,cross_class_conflict,dhash_hamming_distance
train/Grade 1/302538_jpg.rf.58c9bbef811853746b4a32b5efca3de4.jpg,train,Grade 1,train/Grade 1/302538_jpg.rf.ca71239f41ddd1bb94e3103d8e625717.jpg,train,Grade 1,NEAR_DUPLICATE_DHASH,False,False,1.0
train/Grade 1/302538_jpg.rf.7ccc21dbe516fab8d2988b6ac2a18a28.jpg,train,Grade 1,train/Grade 1/302538_jpg.rf.ca71239f41ddd1bb94e3103d8e625717.jpg,train,Grade 1,NEAR_DUPLICATE_DHASH,False,False,2.0
train/Grade 1/302567_jpg.rf.2c01b21b166e25e36ef9199215ed0127.jpg,train,Grade 1,train/Grade 1/302567_jpg.rf.56543187b94e89bd9ced8fa2647aaca1.jpg,train,Grade 1,NEAR_DUPLICATE_DHASH,False,False,1.0
train/Grade 3/301045_jpg.rf.14bbe868504634fa9ed91fc235491490.jpg,train,Grade 3,train/Grade 3/301045_jpg.rf.1958e56642204937925ea34400f156cb.jpg,train,Grade 3,NEAR_DUPLICATE_DHASH,False,False,0.0
train/Grade 4/24_jpg.rf.65cbce4fab66c9d49c5812f0675661e5.jpg,train,Grade 4,train/Grade 4/24_jpg.rf.fb061a1412241d7865086614bf4845b5.jpg,train,Grade 4,NEAR_DUPLICATE_DHASH,False,False,4.0
train/Grade 4/302372_jpg.rf.006929479fd500e3d7437419c83772fc.jpg,train,Grade 4,train/Grade 4/302372_jpg.rf.88ad42cd4c578329d0092896a6e8ef11.jpg,train,Grade 4,NEAR_DUPLICATE_DHASH,False,False,0.0
train/Grade 1/302580_jpg.rf.6c69cd9d9f25332df433f7cd7406437b.jpg,train,Grade 1,train/Grade 1/302580_jpg.rf.c17649bed76b31c6fb49b2aa7459b759.jpg,train,Grade 1,NEAR_DUPLICATE_DHASH,False,False,4.0
train/Grade 2/305461_jpg.rf.13b698053c28c9163e4da257a0359319.jpg,train,Grade 2,train/Grade 2/305461_jpg.rf.5cc43556e73572aa224bc0452cd56b01.jpg,train,Grade 2,NEAR_DUPLICATE_DHASH,False,False,1.0
train/Grade 2/302549_jpg.rf.840e21315eb5f7c4dfb6c2ae6d617465.jpg,train,Grade 2,train/Grade 2/302549_jpg.rf.8c2913a7c5be63f670e490e66cbf1c71.jpg,train,Grade 2,NEAR_DUPLICATE_DHASH,False,False,1.0
train/Grade 2/302549_jpg.rf.840e21315eb5f7c4dfb6c2ae6d617465.jpg,train,Grade 2,train/Grade 2/302549_jpg.rf.e517f2626b6bc7c25aee554694599900.jpg,train,Grade 2,NEAR_DUPLICATE_DHASH,False,False,2.0
train/Grade 2/302549_jpg.rf.8c2913a7c5be63f670e490e66cbf1c71.jpg,train,Grade 2,train/Grade 2/302549_jpg.rf.e517f2626b6bc7c25aee554694599900.jpg,train,Grade 2,NEAR_DUPLICATE_DHASH,False,False,1.0
train/Grade 2/428_jpg.rf.33bf89f25ab7ec3ad84dfa9dfc420608.jpg,train,Grade 2,train/Grade 2/428_jpg.rf.6189eec4649ca8d1a1507400ddd7726b.jpg,train,Grade 2,NEAR_DUPLICATE_DHASH,False,False,0.0
train/Grade 3/305483_jpg.rf.8d74e3c89d490d7a094cf0890b103f6b.jpg,train,Grade 3,train/Grade 3/305483_jpg.rf.aab1ab471dd23b2e0241460edbf15ee8.jpg,train,Grade 3,NEAR_DUPLICATE_DHASH,False,False,1.0
train/Grade 2/301883_jpg.rf.219e5946e810101fd385add041bdb12b.jpg,train,Grade 2,train/Grade 2/301883_jpg.rf.837fb017ce5402142fdeaf59ca3dfbc3.jpg,train,Grade 2,NEAR_DUPLICATE_DHASH,False,False,3.0
train/Grade 2/301883_jpg.rf.219e5946e810101fd385add041bdb12b.jpg,train,Grade 2,train/Grade 2/301883_jpg.rf.d2074417bf015c5259d3ec55436928fc.jpg,train,Grade 2,NEAR_DUPLICATE_DHASH,False,False,3.0
train/Grade 2/301883_jpg.rf.837fb017ce5402142fdeaf59ca3dfbc3.jpg,train,Grade 2,train/Grade 2/301883_jpg.rf.d2074417bf015c5259d3ec55436928fc.jpg,train,Grade 2,NEAR_DUPLICATE_DHASH,False,False,0.0
train/Grade 2/47_jpg.rf.45599c156196f14ec0876ff5594e7aef.jpg,train,Grade 2,train/Grade 2/47_jpg.rf.bd6cb2bbe41c7162416ab72eaca7fc5c.jpg,train,Grade 2,NEAR_DUPLICATE_DHASH,False,False,0.0
train/Grade 4/239_jpg.rf.477af1dd763e6ea59a81d7fccd43a09d.jpg,train,Grade 4,train/Grade 4/239_jpg.rf.933d4984ff1562fbce1d52ec50586011.jpg,train,Grade 4,NEAR_DUPLICATE_DHASH,False,False,4.0
train/Grade 4/301_jpg.rf.4562c735ce8338d6d14bf4fe31e62461.jpg,train,Grade 4,train/Grade 4/301_jpg.rf.ec685fd7f593391a7950f14a00f6b693.jpg,train,Grade 4,NEAR_DUPLICATE_DHASH,False,False,2.0
train/Grade 1/302652_jpg.rf.838b0c38950bafaf4615ee77b298185e.jpg,train,Grade 1,train/Grade 1/302652_jpg.rf.9614212abf53a73e2ffc719411fce501.jpg,train,Grade 1,NEAR_DUPLICATE_DHASH,False,False,1.0
train/Grade 1/302671_jpg.rf.7fb15dc2675c922c1d1ad34baa93bc8d.jpg,train,Grade 1,train/Grade 1/302671_jpg.rf.f06333c85a8b4b2ce99ee30934e9781b.jpg,train,Grade 1,NEAR_DUPLICATE_DHASH,False,False,1.0
train/Grade 1/302682_jpg.rf.278f201e0633eedcf2db7a9263b43390.jpg,train,Grade 1,train/Grade 1/302682_jpg.rf.32bc9bb54138fe5455cdaa1473042616.jpg,train,Grade 1,NEAR_DUPLICATE_DHASH,False,False,2.0
train/Grade 3/131_jpg.rf.02e768fc730e94609a6fdb6dbf5d2b66.jpg,train,Grade 3,train/Grade 3/131_jpg.rf.9f8f0cbc61343c856be06685f1a4b3e0.jpg,train,Grade 3,NEAR_DUPLICATE_DHASH,False,False,2.0
train/Grade 3/131_jpg.rf.02e768fc730e94609a6fdb6dbf5d2b66.jpg,train,Grade 3,train/Grade 3/131_jpg.rf.a8e2e48aa1ccad534eeacf486a7111d0.jpg,train,Grade 3,NEAR_DUPLICATE_DHASH,False,False,2.0
train/Grade 3/131_jpg.rf.9f8f0cbc61343c856be06685f1a4b3e0.jpg,train,Grade 3,train/Grade 3/131_jpg.rf.a8e2e48aa1ccad534eeacf486a7111d0.jpg,train,Grade 3,NEAR_DUPLICATE_DHASH,False,False,0.0
train/Grade 3/301961_jpg.rf.8e82b1f416f9e12bfb948ba997bf048d.jpg,train,Grade 3,train/Grade 3/301961_jpg.rf.c16ec02f0b38341e44fdc67e82dde82a.jpg,train,Grade 3,NEAR_DUPLICATE_DHASH,False,False,0.0
train/Grade 3/304551_jpg.rf.21fe5246e0139834c4ffed0256d7909e.jpg,train,Grade 3,train/Grade 3/304551_jpg.rf.63ecc3c1c872a4ec42533adcd5989798.jpg,train,Grade 3,NEAR_DUPLICATE_DHASH,False,False,0.0
train/Grade 1/302733_jpg.rf.11cfc7e192572494887cfe1117b879da.jpg,train,Grade 1,train/Grade 1/302733_jpg.rf.9cb1dd85e5e3a5752e4f4e1adfb0f166.jpg,train,Grade 1,NEAR_DUPLICATE_DHASH,False,False,2.0
train/Grade 1/302763_jpg.rf.806d2e6b90ad0d876bb043a6b77fccb1.jpg,train,Grade 1,train/Grade 1/302763_jpg.rf.d7a7b4cd9aebf48787ff286e3e460c71.jpg,train,Grade 1,NEAR_DUPLICATE_DHASH,False,False,0.0
train/Grade 3/164_jpg.rf.dcfd184b1214681fb584ac40d3420d3d.jpg,train,Grade 3,train/Grade 3/164_jpg.rf.f83c306061bb17473b1115d6ab146f83.jpg,train,Grade 3,NEAR_DUPLICATE_DHASH,False,False,1.0
train/Grade 1/302770_jpg.rf.3017344b8e97e870b910b280e8f6418f.jpg,train,Grade 1,train/Grade 1/302770_jpg.rf.c75031e3d4f9d9f94f1624f98db14a62.jpg,train,Grade 1,NEAR_DUPLICATE_DHASH,False,False,2.0
train/Grade 1/302785_jpg.rf.05fbbb3819542386ca80665aa7fe3d45.jpg,train,Grade 1,train/Grade 1/302785_jpg.rf.9be5f0018f4cb42f8c90cf9926bda730.jpg,train,Grade 1,NEAR_DUPLICATE_DHASH,False,False,3.0
train/Grade 3/images-24-_jpg.rf.511d4e4095a12c24b70ee59c4af71972.jpg,train,Grade 3,train/Grade 3/images-24-_jpg.rf.65e350ad924591ff60e8e05c4981053c.jpg,train,Grade 3,NEAR_DUPLICATE_DHASH,False,False,0.0
train/Grade 1/302795_jpg.rf.691db0501eaea1dc50b8d8ef51f97098.jpg,train,Grade 1,train/Grade 1/302795_jpg.rf.edf9440f074ae35e90d68292de718999.jpg,train,Grade 1,NEAR_DUPLICATE_DHASH,False,False,1.0
train/Grade 3/37_jpg.rf.2c24d64fde0fc7d5e4b85a9abe065a4e.jpg,train,Grade 3,train/Grade 3/37_jpg.rf.4b125da99b43630b1b35bd3e04687b0a.jpg,train,Grade 3,NEAR_DUPLICATE_DHASH,False,False,4.0
train/Grade 3/37_jpg.rf.2c24d64fde0fc7d5e4b85a9abe065a4e.jpg,train,Grade 3,train/Grade 3/37_jpg.rf.942db849a2c1839418973b420ac2498a.jpg,train,Grade 3,NEAR_DUPLICATE_DHASH,False,False,4.0
train/Grade 3/37_jpg.rf.4b125da99b43630b1b35bd3e04687b0a.jpg,train,Grade 3,train/Grade 3/37_jpg.rf.942db849a2c1839418973b420ac2498a.jpg,train,Grade 3,NEAR_DUPLICATE_DHASH,False,False,0.0
train/Grade 3/52947210_414065422490686_606605362522488832_n_jpg.rf.217c6373fc16cbd70da2a1fddb07b325.jpg,train,Grade 3,train/Grade 3/53181561_342865159661053_6451397940698152960_n_jpg.rf.6a86549430de4fdf356e351974a6a1c7.jpg,train,Grade 3,NEAR_DUPLICATE_DHASH,False,False,4.0
train/Grade 2/305416_jpg.rf.0d56d6b40738cec4472fc4da93df3d4a.jpg,train,Grade 2,train/Grade 2/305416_jpg.rf.50a4b26ecafeab8253fcb3f92184b968.jpg,train,Grade 2,NEAR_DUPLICATE_DHASH,False,False,2.0
train/Grade 2/305416_jpg.rf.0d56d6b40738cec4472fc4da93df3d4a.jpg,train,Grade 2,train/Grade 2/305416_jpg.rf.9716902f5748a2725863d614e5187c6f.jpg,train,Grade 2,NEAR_DUPLICATE_DHASH,False,False,2.0
train/Grade 2/305416_jpg.rf.50a4b26ecafeab8253fcb3f92184b968.jpg,train,Grade 2,train/Grade 2/305416_jpg.rf.9716902f5748a2725863d614e5187c6f.jpg,train,Grade 2,NEAR_DUPLICATE_DHASH,False,False,0.0
train/Grade 3/303655_jpg.rf.70edc7aeb76e4d2a4d4cbee049a8fd14.jpg,train,Grade 3,train/Grade 3/303655_jpg.rf.831c9dd3b03eb5dbb34fcf1691cd718d.jpg,train,Grade 3,NEAR_DUPLICATE_DHASH,False,False,0.0
train/Grade 1/302814_jpg.rf.5721423691d206bebc9e2ada306e28c1.jpg,train,Grade 1,train/Grade 1/302814_jpg.rf.8d1ec2231e0cc202edc4c13a961b6051.jpg,train,Grade 1,NEAR_DUPLICATE_DHASH,False,False,0.0
train/Grade 2/images-32-_jpg.rf.1d501e1d090f93bfb5f1b6591971bbc4.jpg,train,Grade 2,train/Grade 2/images-32-_jpg.rf.ba556fe13d299edccbc3423ff8f149ab.jpg,train,Grade 2,NEAR_DUPLICATE_DHASH,False,False,0.0
train/Grade 1/302821_jpg.rf.68cc0bff36d953edfae9465d88a920fe.jpg,train,Grade 1,train/Grade 1/302821_jpg.rf.966bf15ee4894ed8cb62ded912f921e5.jpg,train,Grade 1,NEAR_DUPLICATE_DHASH,False,False,1.0
train/Grade 1/302824_jpg.rf.0b0a604b42795ae5058af9301175ea51.jpg,train,Grade 1,train/Grade 1/302824_jpg.rf.e1669d21791f0422736d5cad927ab18d.jpg,train,Grade 1,NEAR_DUPLICATE_DHASH,False,False,2.0
train/Grade 2/303702_jpg.rf.04f1dda841ad7fda5f2733fe3e687edf.jpg,train,Grade 2,train/Grade 2/303702_jpg.rf.977ddef98c6dcc07fa3878b28301dd69.jpg,train,Grade 2,NEAR_DUPLICATE_DHASH,False,False,2.0
train/Grade 2/301931_jpg.rf.2def9b58fa24a25af0464804993b5cea.jpg,train,Grade 2,train/Grade 2/301931_jpg.rf.ca575601bf357534ef41a71f8a1d7b73.jpg,train,Grade 2,NEAR_DUPLICATE_DHASH,False,False,0.0
train/Grade 4/302541_jpg.rf.3c84efc4982a7e2247e5d990ea78b242.jpg,train,Grade 4,train/Grade 4/302541_jpg.rf.ab010660ac5783e3fbbfb989e914358c.jpg,train,Grade 4,NEAR_DUPLICATE_DHASH,False,False,0.0
train/Grade 4/302541_jpg.rf.3c84efc4982a7e2247e5d990ea78b242.jpg,train,Grade 4,train/Grade 4/302541_jpg.rf.b79ca2124907731c0fb0f89bbba46ced.jpg,train,Grade 4,NEAR_DUPLICATE_DHASH,False,False,2.0
train/Grade 4/302541_jpg.rf.ab010660ac5783e3fbbfb989e914358c.jpg,train,Grade 4,train/Grade 4/302541_jpg.rf.b79ca2124907731c0fb0f89bbba46ced.jpg,train,Grade 4,NEAR_DUPLICATE_DHASH,False,False,2.0
train/Grade 2/501784_jpg.rf.10794f95b4f7e6f36b945345d9184e5a.jpg,train,Grade 2,train/Grade 2/501784_jpg.rf.e57d2e5cf962de375c517f3b7179fc12.jpg,train,Grade 2,NEAR_DUPLICATE_DHASH,False,False,0.0
train/Grade 1/303039_jpg.rf.3a54ae3c5e13393250a8557ce37663d8.jpg,train,Grade 1,train/Grade 1/303039_jpg.rf.8d6df24e8ff8a5934dd7ca8dbb9d2459.jpg,train,Grade 1,NEAR_DUPLICATE_DHASH,False,False,1.0
train/Grade 1/303039_jpg.rf.3a54ae3c5e13393250a8557ce37663d8.jpg,train,Grade 1,train/Grade 1/303039_jpg.rf.a01868025de3b3178a2edc0bc8860124.jpg,train,Grade 1,NEAR_DUPLICATE_DHASH,False,False,1.0
train/Grade 1/303039_jpg.rf.8d6df24e8ff8a5934dd7ca8dbb9d2459.jpg,train,Grade 1,train/Grade 1/303039_jpg.rf.a01868025de3b3178a2edc0bc8860124.jpg,train,Grade 1,NEAR_DUPLICATE_DHASH,False,False,0.0
train/Grade 1/303039_jpg.rf.bafcaa0ed8fec43c27a2e696aaf5ec8f.jpg,train,Grade 1,train/Grade 1/303039_jpg.rf.c43405ef32d3bc36e4d717559d4884f7.jpg,train,Grade 1,NEAR_DUPLICATE_DHASH,False,False,2.0
train/Grade 4/305801_jpg.rf.47ec4e98e99e9d0e9d2f539a58ad86e0.jpg,train,Grade 4,train/Grade 4/305801_jpg.rf.cff2c4f11c15f4d8189f53a1aa451204.jpg,train,Grade 4,NEAR_DUPLICATE_DHASH,False,False,2.0
train/Grade 1/305478_jpg.rf.6d8b1c283ffe236293129fde5188e4e1.jpg,train,Grade 1,train/Grade 1/305478_jpg.rf.b0248dd30e5e1f7b2551f327aad6d316.jpg,train,Grade 1,NEAR_DUPLICATE_DHASH,False,False,4.0
train/Grade 1/303077_jpg.rf.c84f8d99820c52df2cc58b0b71061efe.jpg,train,Grade 1,train/Grade 1/303077_jpg.rf.d14a7186bdc76d0f1fd355ce0e296695.jpg,train,Grade 1,NEAR_DUPLICATE_DHASH,False,False,2.0
train/Grade 3/302596_jpg.rf.5dfe38ca307f67f7a134c71736486701.jpg,train,Grade 3,train/Grade 3/302596_jpg.rf.f5cc725f32ff05c1a95f1c3ea3115a11.jpg,train,Grade 3,NEAR_DUPLICATE_DHASH,False,False,0.0
train/Grade 3/305596_jpg.rf.74de7ae2ef31e63c70d755a85413f634.jpg,train,Grade 3,train/Grade 3/305596_jpg.rf.b0bf983570e3dc7160e2d7cb32ca355c.jpg,train,Grade 3,NEAR_DUPLICATE_DHASH,False,False,0.0
train/Grade 4/380_jpg.rf.5a5268a26fdfcd4b96c9dbb106258667.jpg,train,Grade 4,train/Grade 4/380_jpg.rf.8fe446f66d21cda43d95fd63ef6181b9.jpg,train,Grade 4,NEAR_DUPLICATE_DHASH,False,False,2.0
train/Grade 4/501788_jpg.rf.c9aba6de91b57a498e3541660fc7d742.jpg,train,Grade 4,train/Grade 4/501788_jpg.rf.e991c774ade8f16c0ab98e2bca329bfc.jpg,train,Grade 4,NEAR_DUPLICATE_DHASH,False,False,4.0
train/Grade 3/304797_jpg.rf.6a207bbafab63942b042cd40ed87d543.jpg,train,Grade 3,train/Grade 3/304797_jpg.rf.e0a8783e8b1babcd7e02d8745d9a0f2e.jpg,train,Grade 3,NEAR_DUPLICATE_DHASH,False,False,0.0
train/Grade 1/303108_jpg.rf.01947e313f4104a94e3d51c1f1fc43d7.jpg,train,Grade 1,train/Grade 1/303108_jpg.rf.80ffc61ae1fe574c3f753eca2a9a0b9e.jpg,train,Grade 1,NEAR_DUPLICATE_DHASH,False,False,2.0
train/Grade 1/303108_jpg.rf.01947e313f4104a94e3d51c1f1fc43d7.jpg,train,Grade 1,train/Grade 1/303108_jpg.rf.a2fd4c3ed4e4158a11a59d41777691e2.jpg,train,Grade 1,NEAR_DUPLICATE_DHASH,False,False,0.0
train/Grade 1/303108_jpg.rf.80ffc61ae1fe574c3f753eca2a9a0b9e.jpg,train,Grade 1,train/Grade 1/303108_jpg.rf.a2fd4c3ed4e4158a11a59d41777691e2.jpg,train,Grade 1,NEAR_DUPLICATE_DHASH,False,False,2.0
train/Grade 1/303108_jpg.rf.6b4b5f37981c522e8d4b0fb230e1a423.jpg,train,Grade 1,train/Grade 1/303108_jpg.rf.c427f3682245b1810ba7d32663cdfc5b.jpg,train,Grade 1,NEAR_DUPLICATE_DHASH,False,False,2.0
train/Grade 3/306164_jpg.rf.02f069c65d55b1c043fd27b3adcb32d0.jpg,train,Grade 3,train/Grade 3/306164_jpg.rf.d7018802e841671c4dfd21e8f6710c5a.jpg,train,Grade 3,NEAR_DUPLICATE_DHASH,False,False,0.0
train/Grade 1/303110_jpg.rf.3acd7771ca804ca7d9b955afb23014a1.jpg,train,Grade 1,train/Grade 1/303110_jpg.rf.a4a3dd89be2d5ddef329d15435699e34.jpg,train,Grade 1,NEAR_DUPLICATE_DHASH,False,False,4.0
train/Grade 1/303111_jpg.rf.9f01d1c045ea6a44d6f9c4a016f0bd69.jpg,train,Grade 1,train/Grade 1/303111_jpg.rf.ed980bc48a5d375406d1d38821173122.jpg,train,Grade 1,NEAR_DUPLICATE_DHASH,False,False,4.0
train/Grade 3/301363_jpg.rf.4ef2bdf144748e727b91742334bfdff9.jpg,train,Grade 3,train/Grade 3/301363_jpg.rf.f580497d2011cff55c26660f641ea004.jpg,train,Grade 3,NEAR_DUPLICATE_DHASH,False,False,2.0
train/Grade 3/301363_jpg.rf.4ef2bdf144748e727b91742334bfdff9.jpg,train,Grade 3,valid/Grade 3/302326_jpg.rf.af9bd1eac67255b9747234cdcc9ba536.jpg,valid,Grade 3,NEAR_DUPLICATE_DHASH,True,False,4.0
train/Grade 1/foot-ulcer-217x300_jpg.rf.790700e8d61c459f11ec5f6b5880084f.jpg,train,Grade 1,train/Grade 1/foot-ulcer-217x300_jpg.rf.84e9fdfb9ddbaaccb409a4dde0f1d153.jpg,train,Grade 1,NEAR_DUPLICATE_DHASH,False,False,3.0
train/Grade 2/303639_jpg.rf.001f52ee5a83e5c677f8a7fe94dda6ac.jpg,train,Grade 2,train/Grade 2/303639_jpg.rf.8c4d34fdd9479f0ef3ce8d23f8a8a6f0.jpg,train,Grade 2,NEAR_DUPLICATE_DHASH,False,False,3.0
train/Grade 1/303159_jpg.rf.961d982265db5751dc044e7b96688c54.jpg,train,Grade 1,train/Grade 1/303159_jpg.rf.bf05e27d7cef911df64a992f9efceae4.jpg,train,Grade 1,NEAR_DUPLICATE_DHASH,False,False,2.0
train/Grade 1/303204_jpg.rf.50a30a6f94cac571cb82422d27ee9fe8.jpg,train,Grade 1,train/Grade 1/303204_jpg.rf.fee0e38368c21d083204de6990f13848.jpg,train,Grade 1,NEAR_DUPLICATE_DHASH,False,False,3.0
train/Grade 1/Class-1-Foot-at-risk-a-and-b-Foot-with-callus-but-no-ulcer-b-a-1-_png.rf.3ec3ff6ca308a5499a96b54166311882.jpg,train,Grade 1,train/Grade 1/Class-1-Foot-at-risk-a-and-b-Foot-with-callus-but-no-ulcer-b-a-1-_png.rf.b8a24ee7b8ad99d2086585c5ca45f9ac.jpg,train,Grade 1,NEAR_DUPLICATE_DHASH,False,False,3.0
train/Grade 1/303239_jpg.rf.58770eda9a760dd559dbd3e576d54c98.jpg,train,Grade 1,train/Grade 1/303239_jpg.rf.f85a185ace147f61c5b65acae94505c2.jpg,train,Grade 1,NEAR_DUPLICATE_DHASH,False,False,2.0
train/Grade 2/413_jpg.rf.28ad16832520c8452cf300e86ad229e1.jpg,train,Grade 2,train/Grade 4/508_jpg.rf.4e356556f1fd00425d66cbc7e69f286b.jpg,train,Grade 4,NEAR_DUPLICATE_DHASH,False,True,4.0
train/Grade 1/303299_jpg.rf.601b0366104bea3b95785b5090705782.jpg,train,Grade 1,train/Grade 1/303299_jpg.rf.cb579cce135dadd853f0e42d7684ef4d.jpg,train,Grade 1,NEAR_DUPLICATE_DHASH,False,False,3.0
train/Grade 3/305241_jpg.rf.df91843f1ac5a08b5d8caa1f3d281d5e.jpg,train,Grade 3,train/Grade 3/305241_jpg.rf.e767d6fa0113479501825369b8b266fa.jpg,train,Grade 3,NEAR_DUPLICATE_DHASH,False,False,3.0
train/Grade 4/302601_jpg.rf.6a2796fca807ec98de77304287967023.jpg,train,Grade 4,train/Grade 4/302601_jpg.rf.8f6b7a093b8fd0ce70e7422bdc4b4d6c.jpg,train,Grade 4,NEAR_DUPLICATE_DHASH,False,False,0.0
train/Grade 1/303324_jpg.rf.2ce634db68e989abfe000a43fe3126ee.jpg,train,Grade 1,train/Grade 1/303324_jpg.rf.5634521820a4cd7f81c6ff7e62ecd4bb.jpg,train,Grade 1,NEAR_DUPLICATE_DHASH,False,False,0.0
train/Grade 2/305014_jpg.rf.03f7ea0bfe2d601ef4e9d3f71fd17440.jpg,train,Grade 2,train/Grade 2/305014_jpg.rf.bb0a37b976834aa08cb1f0f255a012f0.jpg,train,Grade 2,NEAR_DUPLICATE_DHASH,False,False,1.0
train/Grade 4/14_jpg.rf.10e7078e1102a55c98848ce8589864d7.jpg,train,Grade 4,train/Grade 4/14_jpg.rf.d453febdb76775216c863059102a527c.jpg,train,Grade 4,NEAR_DUPLICATE_DHASH,False,False,0.0
train/Grade 1/303333_jpg.rf.c8ee383319ab64abaf2227cb8c20adf2.jpg,train,Grade 1,train/Grade 1/303333_jpg.rf.f5c76e5ef3cce624800ad485373b9e1c.jpg,train,Grade 1,NEAR_DUPLICATE_DHASH,False,False,1.0
train/Grade 1/303436_jpg.rf.204bf2ead69538ac1535cb697a18f979.jpg,train,Grade 1,train/Grade 1/303436_jpg.rf.26df3bec71489ebb87ea0e46b5dbd8c2.jpg,train,Grade 1,NEAR_DUPLICATE_DHASH,False,False,0.0
train/Grade 3/301026_jpg.rf.4768f475e8ed25d6817463dd5bbea8dd.jpg,train,Grade 3,train/Grade 3/301026_jpg.rf.fe3827af28e04a00ec58927bf8e7bf58.jpg,train,Grade 3,NEAR_DUPLICATE_DHASH,False,False,0.0
train/Grade 2/301579_jpg.rf.8b7c23bfcf9788ead12a105e307f4d51.jpg,train,Grade 2,train/Grade 2/301579_jpg.rf.b7577af3bb25a067e7ace6e4d369ef06.jpg,train,Grade 2,NEAR_DUPLICATE_DHASH,False,False,1.0
train/Grade 1/303442_jpg.rf.589133ea434bce77b25568279ca195bb.jpg,train,Grade 1,train/Grade 1/303442_jpg.rf.7d854d3c99617f22e80fcbbf0aa9a5a0.jpg,train,Grade 1,NEAR_DUPLICATE_DHASH,False,False,0.0
train/Grade 1/450_jpg.rf.35387b1ccab4f40f38939ab519a7e882.jpg,train,Grade 1,train/Grade 1/450_jpg.rf.4232ce9f8274aee87d3e5f520aaa4d49.jpg,train,Grade 1,NEAR_DUPLICATE_DHASH,False,False,4.0
train/Grade 2/219_jpg.rf.6a5940046cc84c3e35fea3a053c08a77.jpg,train,Grade 2,train/Grade 2/219_jpg.rf.9164112da7d11aa205346b133dd63e8c.jpg,train,Grade 2,NEAR_DUPLICATE_DHASH,False,False,1.0
train/Grade 2/219_jpg.rf.6a5940046cc84c3e35fea3a053c08a77.jpg,train,Grade 2,train/Grade 2/219_jpg.rf.e95b958285517e80d66426d42d5bb2fb.jpg,train,Grade 2,NEAR_DUPLICATE_DHASH,False,False,2.0
train/Grade 2/219_jpg.rf.9164112da7d11aa205346b133dd63e8c.jpg,train,Grade 2,train/Grade 2/219_jpg.rf.e95b958285517e80d66426d42d5bb2fb.jpg,train,Grade 2,NEAR_DUPLICATE_DHASH,False,False,3.0
train/Grade 2/301771_jpg.rf.6c12cdf20b862b34bb8b074fc6085dde.jpg,train,Grade 2,train/Grade 2/301771_jpg.rf.cbe35b8cda503c174e75fae239f312e2.jpg,train,Grade 2,NEAR_DUPLICATE_DHASH,False,False,4.0
train/Grade 2/302945_jpg.rf.0a4aed68cd855c77ba8e6be8f0036917.jpg,train,Grade 2,train/Grade 2/302945_jpg.rf.a2bf808fb914d2b064f197fd7b41aba4.jpg,train,Grade 2,NEAR_DUPLICATE_DHASH,False,False,1.0
train/Grade 1/303451_jpg.rf.58046ed5157e20de4cf29bcea7ef7dfb.jpg,train,Grade 1,train/Grade 1/303451_jpg.rf.a6f60dcf6d7ce5e71dc294a7e2f819be.jpg,train,Grade 1,NEAR_DUPLICATE_DHASH,False,False,1.0
train/Grade 1/305384_jpg.rf.1738a607b2033ac808a498d9477c1768.jpg,train,Grade 1,train/Grade 1/305384_jpg.rf.b96ddf6b41f9940733e9b44ef81b8173.jpg,train,Grade 1,NEAR_DUPLICATE_DHASH,False,False,0.0
train/Grade 3/305249_jpg.rf.aaba56a1d8a1b9925286454afdc4763d.jpg,train,Grade 3,train/Grade 3/305249_jpg.rf.bc0bc368745d09fb7d833a309c17945d.jpg,train,Grade 3,NEAR_DUPLICATE_DHASH,False,False,0.0
train/Grade 1/52757120_1755919394536957_6489692010843209728_n_jpg.rf.308e4f72af206a47638dfc6faefc9b76.jpg,train,Grade 1,train/Grade 1/52757120_1755919394536957_6489692010843209728_n_jpg.rf.48df75ea91ad3f94e050fee3a2785d57.jpg,train,Grade 1,NEAR_DUPLICATE_DHASH,False,False,0.0
train/Grade 2/305312_jpg.rf.14019752868be11629b642663f6b6e2e.jpg,train,Grade 2,train/Grade 2/305312_jpg.rf.26281ba81edc127ba11308b3340c8560.jpg,train,Grade 2,NEAR_DUPLICATE_DHASH,False,False,0.0
train/Grade 1/soft-corn-between-toes_jpg.rf.c836767a82fb067d073d0e740eb3b892.jpg,train,Grade 1,train/Grade 1/soft-corn-between-toes_jpg.rf.d26a864ed7e211e2b927816ef082ae80.jpg,train,Grade 1,NEAR_DUPLICATE_DHASH,False,False,3.0
train/Grade 1/303558_jpg.rf.2a08b39057293c6588f543ef34af2ebb.jpg,train,Grade 1,train/Grade 1/303558_jpg.rf.cf21029d8acbd9abaacdabbefe2a6db6.jpg,train,Grade 1,NEAR_DUPLICATE_DHASH,False,False,0.0
train/Grade 1/303558_jpg.rf.2ca2197b4328c02c31c796024254b839.jpg,train,Grade 1,train/Grade 1/303558_jpg.rf.49f97afdfd23a43cafd67e6a98669d04.jpg,train,Grade 1,NEAR_DUPLICATE_DHASH,False,False,0.0
train/Grade 1/303565_jpg.rf.025266637198b7bd3cefde3c28ea83da.jpg,train,Grade 1,train/Grade 1/303565_jpg.rf.431e83914fd326e011f290f43386ceef.jpg,train,Grade 1,NEAR_DUPLICATE_DHASH,False,False,1.0
